1619715228.368870, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:29983920 lastrcv:29983920 lastack:29983920 unacked:1 rcv_ssthresh:42340
1619715228.690861, 	 reno wscale:8,9 rto:328 rtt:125.281/15.671 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:228 bytes_acked:315665 segs_out:448 segs_in:88 data_segs_out:446 send 21.1Mbps lastrcv:296 pacing_rate 42.2Mbps delivery_rate 9.4Mbps busy:296ms unacked:228 rcv_space:14480 rcv_ssthresh:42242 notsent:390960 minrtt:22.923
1619715228.718942, 	 reno wscale:8,9 rto:340 rtt:139.65/14.668 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:252 bytes_acked:350417 segs_out:496 segs_in:96 data_segs_out:494 send 20.9Mbps lastrcv:324 pacing_rate 41.8Mbps delivery_rate 9.5Mbps busy:324ms unacked:252 rcv_space:14480 rcv_ssthresh:42242 notsent:321456 minrtt:22.923
1619715228.750880, 	 reno wscale:8,9 rto:356 rtt:155.466/14.126 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:279 bytes_acked:389513 segs_out:550 segs_in:105 data_segs_out:548 send 20.8Mbps lastrcv:356 pacing_rate 41.6Mbps delivery_rate 9.6Mbps busy:356ms unacked:279 rcv_space:14480 rcv_ssthresh:42242 notsent:308424 minrtt:22.923
1619715228.779036, 	 reno wscale:8,9 rto:372 rtt:170.587/14.578 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:303 bytes_acked:424265 segs_out:598 segs_in:113 data_segs_out:596 send 20.6Mbps lastrcv:384 pacing_rate 41.2Mbps delivery_rate 9.5Mbps busy:384ms unacked:303 rcv_space:14480 rcv_ssthresh:42242 notsent:238920 minrtt:22.923
1619715228.809910, 	 reno wscale:8,9 rto:388 rtt:184.674/13.851 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:327 bytes_acked:459017 segs_out:646 segs_in:121 data_segs_out:644 send 20.5Mbps lastrcv:412 pacing_rate 41.0Mbps delivery_rate 9.6Mbps busy:412ms unacked:327 rcv_space:14480 rcv_ssthresh:42242 notsent:234576 minrtt:22.923
1619715228.836985, 	 reno wscale:8,9 rto:400 rtt:199.111/14.086 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:351 bytes_acked:493769 segs_out:694 segs_in:129 data_segs_out:692 send 20.4Mbps lastrcv:444 pacing_rate 40.8Mbps delivery_rate 9.6Mbps busy:444ms unacked:351 rcv_space:14480 rcv_ssthresh:42242 notsent:165072 minrtt:22.923
1619715228.868986, 	 reno wscale:8,9 rto:416 rtt:213.737/14.422 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:375 bytes_acked:528521 segs_out:742 segs_in:137 data_segs_out:740 send 20.3Mbps lastrcv:472 pacing_rate 40.6Mbps delivery_rate 9.5Mbps busy:472ms unacked:375 rcv_space:14480 rcv_ssthresh:42242 notsent:160728 minrtt:22.923
1619715228.896951, 	 reno wscale:8,9 rto:428 rtt:227.913/14.153 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:399 bytes_acked:563273 segs_out:790 segs_in:145 data_segs_out:788 send 20.3Mbps lastrcv:500 pacing_rate 40.6Mbps delivery_rate 9.6Mbps busy:500ms unacked:399 rcv_space:14480 rcv_ssthresh:42242 notsent:91224 minrtt:22.923
1619715228.924894, 	 reno wscale:8,9 rto:444 rtt:241.921/13.986 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:423 bytes_acked:598025 segs_out:838 segs_in:153 data_segs_out:836 send 20.3Mbps lastrcv:532 pacing_rate 40.5Mbps delivery_rate 9.6Mbps busy:532ms unacked:423 rcv_space:14480 rcv_ssthresh:42242 notsent:21720 minrtt:22.923
1619715228.956157, 	 reno wscale:8,9 rto:460 rtt:256.384/14.643 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:447 bytes_acked:632777 segs_out:886 segs_in:161 data_segs_out:884 send 20.2Mbps lastrcv:560 pacing_rate 40.4Mbps delivery_rate 9.6Mbps busy:560ms unacked:447 rcv_space:14480 rcv_ssthresh:42242 notsent:2888760 minrtt:22.923
1619715228.986329, 	 reno wscale:8,9 rto:476 rtt:274.499/14.033 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:477 bytes_acked:676217 segs_out:946 segs_in:171 data_segs_out:944 send 20.1Mbps lastrcv:596 pacing_rate 40.3Mbps delivery_rate 9.7Mbps busy:596ms unacked:477 rcv_space:14480 rcv_ssthresh:42242 notsent:2867040 minrtt:22.923
1619715229.025922, 	 reno wscale:8,9 rto:496 rtt:293.077/14.783 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:507 bytes_acked:719657 segs_out:1006 segs_in:181 data_segs_out:1004 send 20.0Mbps lastrcv:632 pacing_rate 40.1Mbps delivery_rate 9.5Mbps busy:632ms unacked:507 rcv_space:14480 rcv_ssthresh:42242 notsent:2780160 minrtt:22.923
1619715229.059327, 	 reno wscale:8,9 rto:512 rtt:309.525/14.345 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:534 bytes_acked:758753 segs_out:1060 segs_in:190 data_segs_out:1058 send 20.0Mbps lastrcv:664 pacing_rate 40.0Mbps delivery_rate 9.6Mbps busy:664ms unacked:534 rcv_space:14480 rcv_ssthresh:42242 notsent:2701968 minrtt:22.923
1619715229.093602, 	 reno wscale:8,9 rto:540 rtt:337.213/18.231 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:573 bytes_acked:819569 segs_out:1143 segs_in:204 data_segs_out:1141 send 19.7Mbps lastsnd:4 lastrcv:728 lastack:4 pacing_rate 39.4Mbps delivery_rate 9.3Mbps busy:728ms unacked:573 retrans:0/2 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2649840 minrtt:22.923
1619715229.155605, 	 reno wscale:8,9 rto:568 rtt:364.72/16.894 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:609 bytes_acked:871697 segs_out:1215 segs_in:216 data_segs_out:1213 send 19.3Mbps lastrcv:768 pacing_rate 38.7Mbps delivery_rate 9.3Mbps busy:768ms unacked:609 retrans:0/2 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2610744 minrtt:22.923
1619715229.194541, 	 reno wscale:8,9 rto:584 rtt:380.229/15.961 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:633 bytes_acked:906449 segs_out:1263 segs_in:224 data_segs_out:1261 send 19.3Mbps lastsnd:4 lastrcv:800 lastack:4 pacing_rate 38.6Mbps delivery_rate 9.3Mbps busy:800ms unacked:633 retrans:0/2 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2541240 minrtt:22.923
1619715229.224322, 	 reno wscale:8,9 rto:600 rtt:396.237/14.181 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:660 bytes_acked:945545 segs_out:1317 segs_in:233 data_segs_out:1315 send 19.3Mbps lastsnd:4 lastrcv:832 lastack:4 pacing_rate 38.6Mbps delivery_rate 9.4Mbps busy:832ms unacked:660 retrans:0/2 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2528208 minrtt:22.923
1619715229.256962, 	 reno wscale:8,9 rto:616 rtt:412.066/12.872 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:672 ssthresh:340 bytes_acked:971609 segs_out:1362 segs_in:242 data_segs_out:1360 send 18.9Mbps lastrcv:864 pacing_rate 23.1Mbps delivery_rate 9.3Mbps busy:864ms unacked:684 retrans:3/5 lost:6 sacked:9 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.288828, 	 reno wscale:8,9 rto:620 rtt:418.397/5.615 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:633 ssthresh:340 bytes_acked:971609 segs_out:1374 segs_in:250 data_segs_out:1372 send 17.5Mbps lastsnd:4 lastrcv:896 lastack:4 pacing_rate 22.7Mbps delivery_rate 9.4Mbps busy:896ms unacked:684 retrans:15/17 lost:33 sacked:33 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.320720, 	 reno wscale:8,9 rto:624 rtt:420.355/1.672 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:600 ssthresh:340 bytes_acked:971609 segs_out:1386 segs_in:258 data_segs_out:1384 send 16.5Mbps lastsnd:4 lastrcv:924 lastack:4 pacing_rate 22.6Mbps delivery_rate 9.3Mbps busy:924ms unacked:684 retrans:27/29 lost:54 sacked:57 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.350086, 	 reno wscale:8,9 rto:624 rtt:421.372/1.511 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:560 ssthresh:340 bytes_acked:971609 segs_out:1400 segs_in:267 data_segs_out:1398 send 15.4Mbps lastrcv:956 pacing_rate 22.6Mbps delivery_rate 9.4Mbps busy:956ms unacked:684 retrans:41/43 lost:81 sacked:84 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.379222, 	 reno wscale:8,9 rto:624 rtt:421.735/0.828 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:524 ssthresh:340 bytes_acked:971609 segs_out:1412 segs_in:275 data_segs_out:1410 send 14.4Mbps lastsnd:4 lastrcv:988 lastack:4 pacing_rate 22.5Mbps delivery_rate 9.3Mbps busy:988ms unacked:684 retrans:53/55 lost:105 sacked:108 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.410826, 	 reno wscale:8,9 rto:624 rtt:421.184/0.619 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:488 ssthresh:340 bytes_acked:971609 segs_out:1424 segs_in:283 data_segs_out:1422 send 13.4Mbps lastsnd:4 lastrcv:1016 lastack:4 pacing_rate 22.6Mbps delivery_rate 9.4Mbps busy:1016ms unacked:684 retrans:65/67 lost:129 sacked:132 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.439792, 	 reno wscale:8,9 rto:624 rtt:421.595/0.649 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:447 ssthresh:340 bytes_acked:971609 segs_out:1437 segs_in:292 data_segs_out:1435 send 12.3Mbps lastrcv:1044 pacing_rate 22.6Mbps delivery_rate 9.3Mbps busy:1044ms unacked:684 retrans:78/80 lost:156 sacked:159 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.470991, 	 reno wscale:8,9 rto:624 rtt:423.085/1.419 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:413 ssthresh:340 bytes_acked:971609 segs_out:1451 segs_in:301 data_segs_out:1449 send 11.3Mbps lastsnd:4 lastrcv:1080 lastack:4 pacing_rate 22.5Mbps delivery_rate 9.3Mbps busy:1080ms unacked:684 retrans:92/94 lost:177 sacked:186 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.502350, 	 reno wscale:8,9 rto:628 rtt:424.286/1.789 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:382 ssthresh:340 bytes_acked:971609 segs_out:1462 segs_in:309 data_segs_out:1460 send 10.4Mbps lastrcv:1108 pacing_rate 22.4Mbps delivery_rate 9.4Mbps busy:1108ms unacked:684 retrans:103/105 lost:198 sacked:207 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.530744, 	 reno wscale:8,9 rto:628 rtt:424.624/2.16 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:343 ssthresh:340 bytes_acked:971609 segs_out:1474 segs_in:317 data_segs_out:1472 send 9.4Mbps lastrcv:1136 pacing_rate 22.4Mbps delivery_rate 9.3Mbps busy:1136ms unacked:684 retrans:115/117 lost:225 sacked:231 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.561059, 	 reno wscale:8,9 rto:620 rtt:417.478/2.733 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:313 ssthresh:340 bytes_acked:971609 segs_out:1498 segs_in:326 data_segs_out:1496 send 8.7Mbps lastrcv:1168 pacing_rate 22.8Mbps delivery_rate 9.5Mbps busy:1168ms unacked:684 retrans:139/141 lost:252 sacked:258 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.591386, 	 reno wscale:8,9 rto:616 rtt:415.671/1.893 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:289 ssthresh:340 bytes_acked:971609 segs_out:1522 segs_in:334 data_segs_out:1520 send 8.1Mbps lastsnd:4 lastrcv:1200 lastack:4 pacing_rate 22.9Mbps delivery_rate 9.5Mbps busy:1200ms unacked:684 retrans:163/165 lost:276 sacked:282 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.623446, 	 reno wscale:8,9 rto:616 rtt:415.225/1.556 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:262 ssthresh:340 bytes_acked:971609 segs_out:1549 segs_in:343 data_segs_out:1547 send 7.3Mbps lastrcv:1228 pacing_rate 22.9Mbps delivery_rate 9.5Mbps busy:1228ms unacked:684 retrans:190/192 lost:303 sacked:309 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.652349, 	 reno wscale:8,9 rto:616 rtt:414.535/1.523 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:238 ssthresh:340 bytes_acked:971609 segs_out:1573 segs_in:351 data_segs_out:1571 send 6.7Mbps lastrcv:1260 pacing_rate 22.9Mbps delivery_rate 9.4Mbps busy:1260ms unacked:684 retrans:214/216 lost:327 sacked:333 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2467392 minrtt:22.923
1619715229.684833, 	 reno wscale:8,9 rto:596 rtt:395.223/4.875 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:340 ssthresh:340 bytes_acked:1044009 segs_out:1725 segs_in:371 data_segs_out:1723 send 10.0Mbps lastrcv:1300 pacing_rate 23.1Mbps delivery_rate 8.7Mbps busy:1300ms unacked:658 retrans:316/344 lost:316 sacked:318 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2432640 minrtt:22.923
1619715229.729911, 	 reno wscale:8,9 rto:564 rtt:363.605/8.888 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:340 ssthresh:340 bytes_acked:1122201 segs_out:1752 segs_in:389 data_segs_out:1750 send 10.8Mbps lastsnd:4 lastrcv:1340 lastack:4 pacing_rate 24.0Mbps delivery_rate 7.9Mbps busy:1340ms unacked:631 retrans:289/344 lost:289 sacked:291 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2393544 minrtt:22.923
1619715229.761585, 	 reno wscale:8,9 rto:536 rtt:333.103/11.175 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:340 ssthresh:340 bytes_acked:1197497 segs_out:1777 segs_in:406 data_segs_out:1775 send 11.8Mbps lastrcv:1368 pacing_rate 25.2Mbps delivery_rate 7.2Mbps busy:1368ms unacked:604 retrans:264/344 lost:264 sacked:264 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2357344 minrtt:22.923
1619715229.792587, 	 reno wscale:8,9 rto:524 rtt:323.225/11.521 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:338 ssthresh:340 bytes_acked:1223561 segs_out:1803 segs_in:425 data_segs_out:1801 send 12.1Mbps lastrcv:1396 pacing_rate 26.2Mbps delivery_rate 6.2Mbps busy:1396ms unacked:610 retrans:238/346 lost:238 sacked:272 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2452912 minrtt:22.923
1619715229.820701, 	 reno wscale:8,9 rto:524 rtt:323.225/11.521 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:329 ssthresh:340 bytes_acked:1223561 segs_out:1826 segs_in:439 data_segs_out:1824 send 11.8Mbps lastrcv:1424 pacing_rate 26.8Mbps delivery_rate 5.8Mbps busy:1424ms unacked:624 retrans:215/355 lost:215 sacked:295 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2432640 minrtt:22.923
1619715229.848556, 	 reno wscale:8,9 rto:524 rtt:323.225/11.521 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:317 ssthresh:340 bytes_acked:1223561 segs_out:1849 segs_in:452 data_segs_out:1847 send 11.4Mbps lastrcv:1452 pacing_rate 27.2Mbps delivery_rate 5.4Mbps busy:1452ms unacked:635 retrans:192/367 lost:192 sacked:318 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2416712 minrtt:22.923
1619715229.877545, 	 reno wscale:8,9 rto:524 rtt:323.225/11.521 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:301 ssthresh:340 bytes_acked:1223561 segs_out:1871 segs_in:464 data_segs_out:1869 send 10.8Mbps lastsnd:4 lastrcv:1484 lastack:4 pacing_rate 27.5Mbps delivery_rate 5.1Mbps busy:1484ms unacked:641 retrans:170/383 lost:170 sacked:340 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2408024 minrtt:22.923
1619715229.906650, 	 reno wscale:8,9 rto:460 rtt:258.544/23.135 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:182 ssthresh:340 bytes_acked:1223561 segs_out:1899 segs_in:482 data_segs_out:1897 send 8.2Mbps lastrcv:1516 pacing_rate 35.3Mbps delivery_rate 5.4Mbps busy:1516ms unacked:656 retrans:52/396 lost:158 sacked:368 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2386304 minrtt:22.923
1619715229.941694, 	 reno wscale:8,9 rto:432 rtt:228.351/6.599 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:182 ssthresh:340 bytes_acked:1223561 segs_out:1925 segs_in:499 data_segs_out:1923 send 9.2Mbps lastrcv:1548 pacing_rate 39.9Mbps delivery_rate 5.9Mbps busy:1548ms unacked:656 retrans:78/422 lost:158 sacked:394 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2386304 minrtt:22.923
1619715229.973615, 	 reno wscale:8,9 rto:428 rtt:224.476/1.63 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:182 ssthresh:340 bytes_acked:1223561 segs_out:1949 segs_in:515 data_segs_out:1947 send 9.4Mbps lastrcv:1576 pacing_rate 40.6Mbps delivery_rate 6.3Mbps busy:1576ms unacked:656 retrans:102/446 lost:158 sacked:418 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2386304 minrtt:22.923
1619715230.001588, 	 reno wscale:8,9 rto:424 rtt:223.622/0.944 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:183 ssthresh:340 bytes_acked:1225009 segs_out:1973 segs_in:531 data_segs_out:1971 send 9.5Mbps lastrcv:1608 pacing_rate 40.7Mbps delivery_rate 7.0Mbps busy:1608ms unacked:655 retrans:125/470 lost:157 sacked:440 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2451464 minrtt:22.923
1619715230.031735, 	 reno wscale:8,9 rto:428 rtt:224.566/0.828 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:186 ssthresh:340 bytes_acked:1293065 segs_out:2001 segs_in:552 data_segs_out:1999 send 9.6Mbps lastrcv:1636 pacing_rate 37.6Mbps delivery_rate 8.0Mbps busy:1636ms unacked:608 retrans:148/498 lost:152 sacked:418 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2451464 minrtt:22.923
1619715230.061062, 	 reno wscale:8,9 rto:420 rtt:216.896/2.433 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:173 ssthresh:340 bytes_acked:1293065 segs_out:2023 segs_in:571 data_segs_out:2021 send 9.2Mbps lastrcv:1664 pacing_rate 39.3Mbps delivery_rate 8.2Mbps busy:1664ms unacked:613 retrans:146/515 lost:146 sacked:440 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2509384 minrtt:22.923
1619715230.090142, 	 reno wscale:8,9 rto:400 rtt:198.399/5.736 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:161 ssthresh:340 bytes_acked:1293065 segs_out:2049 segs_in:592 data_segs_out:2047 send 9.4Mbps lastrcv:1696 pacing_rate 73.0Mbps delivery_rate 8.0Mbps busy:1696ms unacked:627 retrans:141/527 lost:141 sacked:466 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2489112 minrtt:22.923
1619715230.119485, 	 reno wscale:8,9 rto:400 rtt:197.229/5.849 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:340 bytes_acked:1293065 segs_out:2073 segs_in:616 data_segs_out:2071 send 9.0Mbps lastrcv:1728 pacing_rate 75.6Mbps delivery_rate 7.5Mbps busy:1728ms unacked:644 retrans:117/534 lost:118 sacked:490 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2529656 minrtt:22.923
1619715230.151946, 	 reno wscale:8,9 rto:400 rtt:197.229/5.849 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:141 ssthresh:340 bytes_acked:1293065 segs_out:2100 segs_in:643 data_segs_out:2098 send 8.3Mbps lastrcv:1760 pacing_rate 77.2Mbps delivery_rate 6.9Mbps busy:1760ms unacked:658 retrans:91/547 lost:91 sacked:517 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2509384 minrtt:22.923
1619715230.183230, 	 reno wscale:8,9 rto:400 rtt:197.229/5.849 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:135 ssthresh:340 bytes_acked:1293065 segs_out:2125 segs_in:667 data_segs_out:2123 send 7.9Mbps lastsnd:4 lastrcv:1792 lastack:4 pacing_rate 79.4Mbps delivery_rate 6.8Mbps busy:1792ms unacked:677 retrans:66/553 lost:66 sacked:542 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2481872 minrtt:22.923
1619715230.216523, 	 reno wscale:8,9 rto:372 rtt:168.282/10.343 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:132 ssthresh:340 bytes_acked:1432073 segs_out:2154 segs_in:692 data_segs_out:2152 send 9.1Mbps lastrcv:1820 pacing_rate 82.7Mbps delivery_rate 7.3Mbps busy:1820ms unacked:603 retrans:46/560 lost:46 sacked:471 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2450016 minrtt:22.923
1619715230.246638, 	 reno wscale:8,9 rto:356 rtt:154.047/3.516 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:132 ssthresh:340 bytes_acked:1644929 segs_out:2184 segs_in:715 data_segs_out:2182 send 9.9Mbps lastrcv:1852 pacing_rate 72.3Mbps delivery_rate 7.4Mbps busy:1852ms unacked:482 retrans:37/564 lost:37 sacked:350 reordering:6 rcv_space:14480 rcv_ssthresh:42242 notsent:2738168 minrtt:22.923
