1619717669.345647, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:32424900 lastrcv:32424900 lastack:32424900 unacked:1 rcv_ssthresh:42340
1619717669.710156, 	 reno wscale:8,9 rto:348 rtt:144.976/13.597 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:262 bytes_acked:364897 segs_out:515 segs_in:100 data_segs_out:513 send 20.9Mbps lastsnd:4 lastrcv:344 lastack:4 pacing_rate 41.9Mbps delivery_rate 9.6Mbps busy:344ms unacked:261 rcv_space:14480 rcv_ssthresh:42242 notsent:1602936 minrtt:21.827
1619717669.736906, 	 reno wscale:8,9 rto:364 rtt:163.17/14.478 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:292 bytes_acked:408337 segs_out:576 segs_in:110 data_segs_out:574 send 20.7Mbps lastsnd:4 lastrcv:380 lastack:4 pacing_rate 41.5Mbps delivery_rate 9.5Mbps busy:380ms unacked:292 rcv_space:14480 rcv_ssthresh:42242 notsent:1970728 minrtt:21.827
1619717669.774903, 	 reno wscale:8,9 rto:380 rtt:178.863/13.633 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:317 bytes_acked:444537 segs_out:626 segs_in:119 data_segs_out:624 send 20.5Mbps lastrcv:408 pacing_rate 41.1Mbps delivery_rate 9.6Mbps busy:408ms unacked:317 rcv_space:14480 rcv_ssthresh:42242 notsent:1898328 minrtt:21.827
1619717669.803491, 	 reno wscale:8,9 rto:396 rtt:192.061/13.007 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:340 bytes_acked:477841 segs_out:672 segs_in:127 data_segs_out:670 send 20.5Mbps lastrcv:436 pacing_rate 41.0Mbps delivery_rate 9.5Mbps busy:436ms unacked:340 rcv_space:14480 rcv_ssthresh:42242 notsent:2222680 minrtt:21.827
1619717669.832752, 	 reno wscale:8,9 rto:408 rtt:205.731/14.17 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:364 bytes_acked:512593 segs_out:719 segs_in:135 data_segs_out:717 send 20.5Mbps lastrcv:464 pacing_rate 41.0Mbps delivery_rate 9.5Mbps busy:464ms unacked:363 rcv_space:14480 rcv_ssthresh:42242 notsent:2154624 minrtt:21.827
1619717669.859875, 	 reno wscale:8,9 rto:424 rtt:220.432/14.234 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:388 bytes_acked:547345 segs_out:767 segs_in:143 data_segs_out:765 send 20.4Mbps lastrcv:492 pacing_rate 40.8Mbps delivery_rate 9.6Mbps busy:492ms unacked:387 rcv_space:14480 rcv_ssthresh:42242 notsent:2606400 minrtt:21.827
1619717669.886849, 	 reno wscale:8,9 rto:436 rtt:235.215/14.022 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:410 bytes_acked:579201 segs_out:812 segs_in:151 data_segs_out:810 send 20.2Mbps lastrcv:520 pacing_rate 40.4Mbps delivery_rate 9.6Mbps busy:520ms unacked:410 rcv_space:14480 rcv_ssthresh:42242 notsent:2541240 minrtt:21.827
1619717669.915891, 	 reno wscale:8,9 rto:452 rtt:249.313/13.964 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:433 bytes_acked:612505 segs_out:857 segs_in:159 data_segs_out:855 send 20.1Mbps lastrcv:548 pacing_rate 40.2Mbps delivery_rate 9.6Mbps busy:548ms unacked:432 rcv_space:14480 rcv_ssthresh:42242 notsent:2932200 minrtt:21.827
1619717669.945884, 	 reno wscale:8,9 rto:468 rtt:264.771/13.337 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:460 bytes_acked:651601 segs_out:911 segs_in:168 data_segs_out:909 send 20.1Mbps lastrcv:580 pacing_rate 40.3Mbps delivery_rate 9.6Mbps busy:580ms unacked:459 rcv_space:14480 rcv_ssthresh:42242 notsent:2854008 minrtt:21.827
1619717669.981893, 	 reno wscale:8,9 rto:484 rtt:281.954/13.515 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:490 bytes_acked:695041 segs_out:972 segs_in:178 data_segs_out:970 send 20.1Mbps lastsnd:4 lastrcv:620 lastack:4 pacing_rate 40.3Mbps delivery_rate 9.6Mbps busy:620ms unacked:490 rcv_space:14480 rcv_ssthresh:42242 notsent:3221800 minrtt:21.827
1619717670.022105, 	 reno wscale:8,9 rto:508 rtt:306.381/15.52 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:529 bytes_acked:751513 segs_out:1049 segs_in:191 data_segs_out:1047 send 20.0Mbps lastrcv:664 pacing_rate 40.0Mbps delivery_rate 9.5Mbps busy:664ms unacked:528 rcv_space:14480 rcv_ssthresh:42242 notsent:3566424 minrtt:21.827
1619717670.071737, 	 reno wscale:8,9 rto:536 rtt:332.126/14.972 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:571 bytes_acked:812329 segs_out:1133 segs_in:205 data_segs_out:1131 send 19.9Mbps lastsnd:4 lastrcv:720 lastack:4 pacing_rate 39.8Mbps delivery_rate 9.5Mbps busy:720ms unacked:570 rcv_space:14480 rcv_ssthresh:42242 notsent:3444792 minrtt:21.827
1619717670.119536, 	 reno wscale:8,9 rto:552 rtt:351.296/13.558 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:601 bytes_acked:855769 segs_out:1193 segs_in:216 data_segs_out:1191 send 19.8Mbps lastrcv:752 pacing_rate 39.6Mbps delivery_rate 9.6Mbps busy:752ms unacked:600 rcv_space:14480 rcv_ssthresh:42242 notsent:3814032 minrtt:21.827
1619717670.153024, 	 reno wscale:8,9 rto:572 rtt:369.229/14.134 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:631 bytes_acked:899209 segs_out:1253 segs_in:226 data_segs_out:1251 send 19.8Mbps lastrcv:788 pacing_rate 39.6Mbps delivery_rate 9.6Mbps busy:788ms unacked:630 rcv_space:14480 rcv_ssthresh:42242 notsent:4183272 minrtt:21.827
1619717670.186988, 	 reno wscale:8,9 rto:588 rtt:385.793/14.072 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:658 bytes_acked:938305 segs_out:1307 segs_in:235 data_segs_out:1305 send 19.8Mbps lastsnd:4 lastrcv:824 lastack:4 pacing_rate 39.5Mbps delivery_rate 9.5Mbps busy:824ms unacked:657 rcv_space:14480 rcv_ssthresh:42242 notsent:4105080 minrtt:21.827
1619717670.220062, 	 reno wscale:8,9 rto:604 rtt:403.292/13.917 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:685 bytes_acked:977401 segs_out:1361 segs_in:245 data_segs_out:1359 send 19.7Mbps lastrcv:852 pacing_rate 39.4Mbps delivery_rate 9.5Mbps busy:852ms unacked:684 rcv_space:14480 rcv_ssthresh:42242 notsent:4417848 minrtt:21.827
1619717670.250986, 	 reno wscale:8,9 rto:620 rtt:416.623/13.605 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:709 bytes_acked:1012153 segs_out:1409 segs_in:253 data_segs_out:1407 send 19.7Mbps lastsnd:4 lastrcv:884 lastack:4 pacing_rate 39.4Mbps delivery_rate 9.6Mbps busy:884ms unacked:708 rcv_space:14480 rcv_ssthresh:42242 notsent:4348344 minrtt:21.827
1619717670.280983, 	 reno wscale:8,9 rto:636 rtt:432.939/13.923 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:736 bytes_acked:1051249 segs_out:1463 segs_in:262 data_segs_out:1461 send 19.7Mbps lastrcv:916 pacing_rate 39.4Mbps delivery_rate 9.5Mbps busy:916ms unacked:735 rcv_space:14480 rcv_ssthresh:42242 notsent:4726272 minrtt:21.827
1619717670.311997, 	 reno wscale:8,9 rto:648 rtt:445.673/14.732 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:757 bytes_acked:1081657 segs_out:1505 segs_in:269 data_segs_out:1503 send 19.7Mbps lastsnd:4 lastrcv:944 lastack:4 pacing_rate 39.4Mbps delivery_rate 9.5Mbps busy:944ms unacked:756 rcv_space:14480 rcv_ssthresh:42242 notsent:4665456 minrtt:21.827
1619717670.341754, 	 reno wscale:8,9 rto:668 rtt:465.735/12.586 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:790 bytes_acked:1129441 segs_out:1571 segs_in:281 data_segs_out:1569 send 19.6Mbps lastrcv:980 pacing_rate 39.3Mbps delivery_rate 9.6Mbps busy:980ms unacked:789 rcv_space:14480 rcv_ssthresh:42242 notsent:5026008 minrtt:21.827
1619717670.382349, 	 reno wscale:8,9 rto:684 rtt:483.372/14.152 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:820 bytes_acked:1172881 segs_out:1631 segs_in:291 data_segs_out:1629 send 19.7Mbps lastrcv:1016 pacing_rate 39.3Mbps delivery_rate 9.6Mbps busy:1016ms unacked:819 rcv_space:14480 rcv_ssthresh:42242 notsent:5460408 minrtt:21.827
1619717670.415051, 	 reno wscale:8,9 rto:700 rtt:499.617/14.824 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:847 bytes_acked:1211977 segs_out:1685 segs_in:300 data_segs_out:1683 send 19.6Mbps lastsnd:4 lastrcv:1052 lastack:4 pacing_rate 39.3Mbps delivery_rate 9.5Mbps busy:1052ms unacked:846 rcv_space:14480 rcv_ssthresh:42242 notsent:5382216 minrtt:21.827
1619717670.447082, 	 reno wscale:8,9 rto:724 rtt:520.54/17.234 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:874 bytes_acked:1251073 segs_out:1739 segs_in:310 data_segs_out:1737 send 19.4Mbps lastrcv:1092 pacing_rate 38.9Mbps delivery_rate 9.4Mbps busy:1092ms unacked:873 rcv_space:14480 rcv_ssthresh:42242 notsent:5694984 minrtt:21.827
1619717670.488500, 	 reno wscale:8,9 rto:736 rtt:535.51/14.8 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:898 bytes_acked:1285825 segs_out:1788 segs_in:318 data_segs_out:1786 send 19.4Mbps lastrcv:1120 lastack:4 pacing_rate 38.9Mbps delivery_rate 9.5Mbps busy:1120ms unacked:898 rcv_space:14480 rcv_ssthresh:42242 notsent:6014992 minrtt:21.827
1619717670.516476, 	 reno wscale:8,9 rto:752 rtt:551.463/15.63 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:922 bytes_acked:1320577 segs_out:1835 segs_in:326 data_segs_out:1833 send 19.4Mbps lastsnd:4 lastrcv:1152 lastack:4 pacing_rate 38.7Mbps delivery_rate 9.4Mbps busy:1152ms unacked:921 rcv_space:14480 rcv_ssthresh:42242 notsent:5946936 minrtt:21.827
1619717670.548515, 	 reno wscale:8,9 rto:772 rtt:568.67/14.516 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:949 bytes_acked:1359673 segs_out:1890 segs_in:335 data_segs_out:1888 send 19.3Mbps lastsnd:4 lastrcv:1184 lastack:4 pacing_rate 38.7Mbps delivery_rate 9.4Mbps busy:1184ms unacked:949 rcv_space:14480 rcv_ssthresh:42242 notsent:6323416 minrtt:21.827
1619717670.578661, 	 reno wscale:8,9 rto:788 rtt:584.596/13.906 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:974 bytes_acked:1395873 segs_out:1940 segs_in:344 data_segs_out:1938 send 19.3Mbps lastsnd:4 lastrcv:1212 lastack:4 pacing_rate 38.6Mbps delivery_rate 9.5Mbps busy:1212ms unacked:974 rcv_space:14480 rcv_ssthresh:42242 notsent:6251016 minrtt:21.827
1619717670.607945, 	 reno wscale:8,9 rto:800 rtt:599.309/14.522 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:998 bytes_acked:1430625 segs_out:1988 segs_in:352 data_segs_out:1986 send 19.3Mbps lastrcv:1240 pacing_rate 38.6Mbps delivery_rate 9.5Mbps busy:1240ms unacked:998 rcv_space:14480 rcv_ssthresh:42242 notsent:6376992 minrtt:21.827
1619717670.637163, 	 reno wscale:8,9 rto:816 rtt:613.904/14.465 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1021 bytes_acked:1463929 segs_out:2033 segs_in:360 data_segs_out:2031 send 19.3Mbps lastrcv:1268 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1268ms unacked:1020 rcv_space:14480 rcv_ssthresh:42242 notsent:6311832 minrtt:21.827
1619717670.664717, 	 reno wscale:8,9 rto:828 rtt:627.884/14.285 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1045 bytes_acked:1498681 segs_out:2081 segs_in:368 data_segs_out:2079 send 19.3Mbps lastsnd:4 lastrcv:1300 lastack:4 pacing_rate 38.6Mbps delivery_rate 9.4Mbps busy:1300ms unacked:1044 rcv_space:14480 rcv_ssthresh:42242 notsent:6893928 minrtt:21.827
1619717670.694888, 	 reno wscale:8,9 rto:844 rtt:642.816/15.15 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1069 bytes_acked:1533433 segs_out:2129 segs_in:376 data_segs_out:2127 send 19.3Mbps lastrcv:1328 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1328ms unacked:1068 rcv_space:14480 rcv_ssthresh:42242 notsent:6824424 minrtt:21.827
1619717670.725919, 	 reno wscale:8,9 rto:860 rtt:657.209/15.196 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1093 bytes_acked:1568185 segs_out:2177 segs_in:384 data_segs_out:2175 send 19.3Mbps lastrcv:1356 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1356ms unacked:1092 rcv_space:14480 rcv_ssthresh:42242 notsent:7211040 minrtt:21.827
1619717670.755027, 	 reno wscale:8,9 rto:876 rtt:672.415/13.271 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1120 bytes_acked:1607281 segs_out:2231 segs_in:393 data_segs_out:2229 send 19.3Mbps lastrcv:1388 pacing_rate 38.6Mbps delivery_rate 9.4Mbps busy:1388ms unacked:1119 rcv_space:14480 rcv_ssthresh:42242 notsent:7132848 minrtt:21.827
1619717670.785159, 	 reno wscale:8,9 rto:888 rtt:686.934/14.423 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1144 bytes_acked:1642033 segs_out:2279 segs_in:401 data_segs_out:2277 send 19.3Mbps lastrcv:1420 pacing_rate 38.6Mbps delivery_rate 9.4Mbps busy:1420ms unacked:1143 rcv_space:14480 rcv_ssthresh:42242 notsent:7519464 minrtt:21.827
1619717670.817984, 	 reno wscale:8,9 rto:904 rtt:703.024/14.001 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1169 bytes_acked:1678233 segs_out:2330 segs_in:410 data_segs_out:2328 send 19.3Mbps lastsnd:4 lastrcv:1452 lastack:4 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1452ms unacked:1169 rcv_space:14480 rcv_ssthresh:42242 notsent:7445616 minrtt:21.827
1619717670.849881, 	 reno wscale:8,9 rto:924 rtt:721.093/14.206 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1198 bytes_acked:1720225 segs_out:2387 segs_in:420 data_segs_out:2385 send 19.2Mbps lastrcv:1484 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1484ms unacked:1197 rcv_space:14480 rcv_ssthresh:42242 notsent:7558560 minrtt:21.827
1619717670.883013, 	 reno wscale:8,9 rto:940 rtt:737.068/14.147 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1225 bytes_acked:1759321 segs_out:2441 segs_in:429 data_segs_out:2439 send 19.3Mbps lastsnd:4 lastrcv:1520 lastack:4 pacing_rate 38.5Mbps delivery_rate 9.4Mbps busy:1520ms unacked:1224 rcv_space:14480 rcv_ssthresh:42242 notsent:8197128 minrtt:21.827
1619717670.915766, 	 reno wscale:8,9 rto:956 rtt:753.417/14.484 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1252 bytes_acked:1798417 segs_out:2495 segs_in:438 data_segs_out:2493 send 19.2Mbps lastrcv:1548 pacing_rate 38.5Mbps delivery_rate 9.5Mbps busy:1548ms unacked:1251 rcv_space:14480 rcv_ssthresh:42242 notsent:8118936 minrtt:21.827
1619717670.950591, 	 reno wscale:8,9 rto:976 rtt:772.457/13.193 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1285 bytes_acked:1846201 segs_out:2561 segs_in:449 data_segs_out:2559 send 19.3Mbps lastsnd:4 lastrcv:1592 lastack:4 pacing_rate 38.5Mbps delivery_rate 9.5Mbps busy:1592ms unacked:1284 rcv_space:14480 rcv_ssthresh:42242 notsent:8414328 minrtt:21.827
1619717670.989064, 	 reno wscale:8,9 rto:992 rtt:789.847/14.709 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1312 bytes_acked:1885297 segs_out:2615 segs_in:458 data_segs_out:2613 send 19.2Mbps lastrcv:1624 pacing_rate 38.5Mbps delivery_rate 9.5Mbps busy:1624ms unacked:1311 rcv_space:14480 rcv_ssthresh:42242 notsent:8792256 minrtt:21.827
1619717671.022666, 	 reno wscale:8,9 rto:1008 rtt:806.359/13.82 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1339 bytes_acked:1924393 segs_out:2669 segs_in:467 data_segs_out:2667 send 19.2Mbps lastrcv:1656 pacing_rate 38.5Mbps delivery_rate 9.5Mbps busy:1656ms unacked:1338 rcv_space:14480 rcv_ssthresh:42242 notsent:8714064 minrtt:21.827
1619717671.055005, 	 reno wscale:8,9 rto:1024 rtt:823.154/14.82 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1366 bytes_acked:1963489 segs_out:2723 segs_in:476 data_segs_out:2721 send 19.2Mbps lastrcv:1688 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1688ms unacked:1365 rcv_space:14480 rcv_ssthresh:42242 notsent:9026832 minrtt:21.827
1619717671.086761, 	 reno wscale:8,9 rto:1040 rtt:837.631/14.419 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1390 bytes_acked:1998241 segs_out:2771 segs_in:484 data_segs_out:2769 send 19.2Mbps lastsnd:4 lastrcv:1720 lastack:4 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1720ms unacked:1389 rcv_space:14480 rcv_ssthresh:42242 notsent:8957328 minrtt:21.827
1619717671.117591, 	 reno wscale:8,9 rto:1056 rtt:855.931/14.499 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1420 bytes_acked:2041681 segs_out:2832 segs_in:494 data_segs_out:2830 send 19.2Mbps lastsnd:4 lastrcv:1756 lastack:4 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1756ms unacked:1420 rcv_space:14480 rcv_ssthresh:42242 notsent:9325120 minrtt:21.827
1619717671.152924, 	 reno wscale:8,9 rto:1072 rtt:870.635/13.025 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1445 bytes_acked:2077881 segs_out:2882 segs_in:503 data_segs_out:2880 send 19.2Mbps lastrcv:1784 pacing_rate 38.5Mbps delivery_rate 9.5Mbps busy:1784ms unacked:1445 rcv_space:14480 rcv_ssthresh:42242 notsent:9252720 minrtt:21.827
1619717671.182020, 	 reno wscale:8,9 rto:1088 rtt:884.564/13.851 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1468 bytes_acked:2111185 segs_out:2927 segs_in:511 data_segs_out:2925 send 19.2Mbps lastsnd:4 lastrcv:1816 lastack:4 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1816ms unacked:1467 rcv_space:14480 rcv_ssthresh:42242 notsent:9513360 minrtt:21.827
1619717671.210164, 	 reno wscale:8,9 rto:1104 rtt:903.286/14.538 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1498 bytes_acked:2154625 segs_out:2987 segs_in:521 data_segs_out:2985 send 19.2Mbps lastrcv:1848 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1848ms unacked:1497 rcv_space:14480 rcv_ssthresh:42242 notsent:9426480 minrtt:21.827
1619717671.247958, 	 reno wscale:8,9 rto:1124 rtt:920.19/14.641 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1525 bytes_acked:2193721 segs_out:3041 segs_in:530 data_segs_out:3039 send 19.2Mbps lastrcv:1884 pacing_rate 38.4Mbps delivery_rate 9.5Mbps busy:1884ms unacked:1524 rcv_space:14480 rcv_ssthresh:42242 notsent:9999888 minrtt:21.827
1619717671.315261, 	 reno wscale:8,9 rto:1160 rtt:956.474/26.465 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1558 bytes_acked:2241505 segs_out:3107 segs_in:542 data_segs_out:3105 send 18.9Mbps lastsnd:4 lastrcv:1952 lastack:4 pacing_rate 37.7Mbps delivery_rate 9.2Mbps busy:1952ms unacked:1557 rcv_space:14480 rcv_ssthresh:42242 notsent:10295280 minrtt:21.827
1619717671.351081, 	 reno wscale:8,9 rto:1188 rtt:987.242/18.335 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1594 bytes_acked:2293633 segs_out:3179 segs_in:554 data_segs_out:3177 send 18.7Mbps lastrcv:1992 pacing_rate 37.4Mbps delivery_rate 9.2Mbps busy:1992ms unacked:1593 rcv_space:14480 rcv_ssthresh:42242 notsent:10516824 minrtt:21.827
1619717671.393364, 	 reno wscale:8,9 rto:1212 rtt:1008.95/17.397 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1622 bytes_acked:2334177 segs_out:3236 segs_in:564 data_segs_out:3234 send 18.6Mbps lastrcv:2032 pacing_rate 37.2Mbps delivery_rate 9.2Mbps busy:2032ms unacked:1622 rcv_space:14480 rcv_ssthresh:42242 notsent:10825248 minrtt:21.827
1619717671.439282, 	 reno wscale:8,9 rto:1240 rtt:1036.12/14.524 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1666 bytes_acked:2397889 segs_out:3324 segs_in:579 data_segs_out:3322 send 18.6Mbps lastsnd:4 lastrcv:2088 lastack:4 pacing_rate 37.3Mbps delivery_rate 9.2Mbps busy:2088ms unacked:1666 rcv_space:14480 rcv_ssthresh:42242 notsent:11153944 minrtt:21.827
1619717671.499445, 	 reno wscale:8,9 rto:1268 rtt:1066.79/13.578 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1715 bytes_acked:2468841 segs_out:3422 segs_in:596 data_segs_out:3420 send 18.6Mbps lastrcv:2144 pacing_rate 37.2Mbps delivery_rate 9.2Mbps busy:2144ms unacked:1715 rcv_space:14480 rcv_ssthresh:42242 notsent:11403000 minrtt:21.827
1619717671.543254, 	 reno wscale:8,9 rto:1288 rtt:1084.35/11.258 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1753 bytes_acked:2523865 segs_out:3497 segs_in:609 data_segs_out:3495 send 18.7Mbps lastsnd:4 lastrcv:2192 lastack:4 pacing_rate 37.5Mbps delivery_rate 9.3Mbps busy:2192ms unacked:1752 rcv_space:14480 rcv_ssthresh:42242 notsent:11294400 minrtt:21.827
1619717671.589397, 	 reno wscale:8,9 rto:1300 rtt:1099.89/13.645 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1780 bytes_acked:2562961 segs_out:3551 segs_in:618 data_segs_out:3549 send 18.7Mbps lastrcv:2224 pacing_rate 37.5Mbps delivery_rate 9.3Mbps busy:2224ms unacked:1779 rcv_space:14480 rcv_ssthresh:42242 notsent:11737488 minrtt:21.827
