1619717952.160748, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:32707712 lastrcv:32707712 lastack:32707712 unacked:1 rcv_ssthresh:42340
1619717953.390976, 	 reno wscale:8,9 rto:788 rtt:587.044/14.719 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:984 bytes_acked:1410353 segs_out:1960 segs_in:340 data_segs_out:1958 send 19.4Mbps lastsnd:4 lastrcv:1220 lastack:4 pacing_rate 38.8Mbps delivery_rate 9.5Mbps busy:1216ms unacked:984 rcv_space:14480 rcv_ssthresh:42242 notsent:2211096 minrtt:21.537
1619717953.423160, 	 reno wscale:8,9 rto:808 rtt:605.465/14.964 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1014 bytes_acked:1453793 segs_out:2020 segs_in:350 data_segs_out:2018 send 19.4Mbps lastrcv:1252 pacing_rate 38.8Mbps delivery_rate 9.5Mbps busy:1248ms unacked:1014 rcv_space:14480 rcv_ssthresh:42242 notsent:2124216 minrtt:21.537
1619717953.458113, 	 reno wscale:8,9 rto:824 rtt:620.076/14.72 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1038 bytes_acked:1488545 segs_out:2068 segs_in:358 data_segs_out:2066 send 19.4Mbps lastsnd:4 lastrcv:1284 lastack:4 pacing_rate 38.8Mbps delivery_rate 9.5Mbps busy:1280ms unacked:1038 rcv_space:14480 rcv_ssthresh:42242 notsent:2054712 minrtt:21.537
1619717953.489097, 	 reno wscale:8,9 rto:836 rtt:635.741/13.152 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1065 bytes_acked:1527641 segs_out:2122 segs_in:367 data_segs_out:2120 send 19.4Mbps lastrcv:1316 pacing_rate 38.8Mbps delivery_rate 9.5Mbps busy:1312ms unacked:1065 rcv_space:14480 rcv_ssthresh:42242 notsent:1976520 minrtt:21.537
1619717953.519249, 	 reno wscale:8,9 rto:852 rtt:651.012/14.463 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1089 bytes_acked:1562393 segs_out:2170 segs_in:375 data_segs_out:2168 send 19.4Mbps lastrcv:1344 pacing_rate 38.8Mbps delivery_rate 9.5Mbps busy:1340ms unacked:1089 rcv_space:14480 rcv_ssthresh:42242 notsent:1972176 minrtt:21.537
1619717953.568613, 	 reno wscale:8,9 rto:876 rtt:675.925/20.958 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1122 bytes_acked:1610177 segs_out:2236 segs_in:386 data_segs_out:2234 send 19.2Mbps lastrcv:1400 pacing_rate 38.5Mbps delivery_rate 9.3Mbps busy:1396ms unacked:1122 rcv_space:14480 rcv_ssthresh:42242 notsent:1941768 minrtt:21.537
1619717953.605325, 	 reno wscale:8,9 rto:904 rtt:700.62/20.499 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1149 bytes_acked:1649273 segs_out:2290 segs_in:395 data_segs_out:2288 send 19.0Mbps lastrcv:1436 pacing_rate 38.0Mbps delivery_rate 9.3Mbps busy:1432ms unacked:1149 rcv_space:14480 rcv_ssthresh:42242 notsent:1863576 minrtt:21.537
1619717953.640343, 	 reno wscale:8,9 rto:924 rtt:720.489/17.35 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1176 bytes_acked:1688369 segs_out:2344 segs_in:404 data_segs_out:2342 send 18.9Mbps lastrcv:1468 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1464ms unacked:1176 rcv_space:14480 rcv_ssthresh:42242 notsent:1850544 minrtt:21.537
1619717953.673107, 	 reno wscale:8,9 rto:940 rtt:737.088/14.979 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1203 bytes_acked:1727465 segs_out:2398 segs_in:413 data_segs_out:2396 send 18.9Mbps lastrcv:1500 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1496ms unacked:1203 rcv_space:14480 rcv_ssthresh:42242 notsent:1772352 minrtt:21.537
1619717953.705679, 	 reno wscale:8,9 rto:952 rtt:751.936/14.87 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1227 bytes_acked:1762217 segs_out:2446 segs_in:421 data_segs_out:2444 send 18.9Mbps lastsnd:4 lastrcv:1532 lastack:4 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1528ms unacked:1227 rcv_space:14480 rcv_ssthresh:42242 notsent:1702848 minrtt:21.537
1619717953.736685, 	 reno wscale:8,9 rto:968 rtt:766.996/14.843 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1251 bytes_acked:1796969 segs_out:2494 segs_in:429 data_segs_out:2492 send 18.9Mbps lastrcv:1560 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1556ms unacked:1251 rcv_space:14480 rcv_ssthresh:42242 notsent:1633344 minrtt:21.537
1619717953.765177, 	 reno wscale:8,9 rto:984 rtt:781.812/14.751 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1275 bytes_acked:1831721 segs_out:2542 segs_in:437 data_segs_out:2540 send 18.9Mbps lastrcv:1588 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1584ms unacked:1275 rcv_space:14480 rcv_ssthresh:42242 notsent:1629000 minrtt:21.537
1619717953.797883, 	 reno wscale:8,9 rto:1004 rtt:800.316/14.371 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1305 bytes_acked:1875161 segs_out:2602 segs_in:447 data_segs_out:2600 send 18.9Mbps lastrcv:1624 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1620ms unacked:1305 rcv_space:14480 rcv_ssthresh:42242 notsent:1607280 minrtt:21.537
1619717953.829536, 	 reno wscale:8,9 rto:1016 rtt:814.427/13.491 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1329 bytes_acked:1909913 segs_out:2650 segs_in:455 data_segs_out:2648 send 18.9Mbps lastsnd:4 lastrcv:1656 lastack:4 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1652ms unacked:1329 rcv_space:14480 rcv_ssthresh:42242 notsent:1537776 minrtt:21.537
1619717953.860592, 	 reno wscale:8,9 rto:1032 rtt:829.139/14.381 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1353 bytes_acked:1944665 segs_out:2698 segs_in:463 data_segs_out:2696 send 18.9Mbps lastrcv:1684 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1680ms unacked:1353 rcv_space:14480 rcv_ssthresh:42242 notsent:1533432 minrtt:21.537
1619717953.889356, 	 reno wscale:8,9 rto:1048 rtt:845.013/14.366 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1380 bytes_acked:1983761 segs_out:2752 segs_in:472 data_segs_out:2750 send 18.9Mbps lastrcv:1716 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1712ms unacked:1380 rcv_space:14480 rcv_ssthresh:42242 notsent:1455240 minrtt:21.537
1619717953.920759, 	 reno wscale:8,9 rto:1064 rtt:861.503/14.442 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1407 bytes_acked:2022857 segs_out:2806 segs_in:481 data_segs_out:2804 send 18.9Mbps lastrcv:1748 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1744ms unacked:1407 rcv_space:14480 rcv_ssthresh:42242 notsent:1377048 minrtt:21.537
1619717953.952901, 	 reno wscale:8,9 rto:1080 rtt:879.621/14.503 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1437 bytes_acked:2066297 segs_out:2866 segs_in:491 data_segs_out:2864 send 18.9Mbps lastrcv:1784 pacing_rate 37.8Mbps delivery_rate 9.3Mbps busy:1780ms unacked:1437 rcv_space:14480 rcv_ssthresh:42242 notsent:1290168 minrtt:21.537
1619717954.016290, 	 reno wscale:8,9 rto:1140 rtt:936.339/43.014 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1479 bytes_acked:2127113 segs_out:2950 segs_in:505 data_segs_out:2948 send 18.3Mbps lastrcv:1888 pacing_rate 36.6Mbps delivery_rate 8.8Mbps busy:1884ms unacked:1479 rcv_space:14480 rcv_ssthresh:42242 notsent:1298856 minrtt:21.537
1619717954.099183, 	 reno wscale:8,9 rto:1172 rtt:971.939/25.024 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1509 bytes_acked:2170553 segs_out:3010 segs_in:515 data_segs_out:3008 send 18.0Mbps lastrcv:1928 pacing_rate 36.0Mbps delivery_rate 8.8Mbps busy:1924ms unacked:1509 rcv_space:14480 rcv_ssthresh:42242 notsent:1211976 minrtt:21.537
1619717954.130635, 	 reno wscale:8,9 rto:1192 rtt:989.837/17.814 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1533 bytes_acked:2205305 segs_out:3058 segs_in:523 data_segs_out:3056 send 17.9Mbps lastrcv:1956 pacing_rate 35.9Mbps delivery_rate 8.8Mbps busy:1952ms unacked:1533 rcv_space:14480 rcv_ssthresh:42242 notsent:1142472 minrtt:21.537
1619717954.163140, 	 reno wscale:8,9 rto:1212 rtt:1008.22/16.195 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1560 bytes_acked:2244401 segs_out:3112 segs_in:532 data_segs_out:3110 send 17.9Mbps lastrcv:1988 pacing_rate 35.8Mbps delivery_rate 8.8Mbps busy:1984ms unacked:1560 rcv_space:14480 rcv_ssthresh:42242 notsent:1064280 minrtt:21.537
1619717954.192811, 	 reno wscale:8,9 rto:1224 rtt:1023.24/15.027 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1584 bytes_acked:2279153 segs_out:3160 segs_in:540 data_segs_out:3158 send 17.9Mbps lastsnd:4 lastrcv:2020 lastack:4 pacing_rate 35.9Mbps delivery_rate 8.9Mbps busy:2016ms unacked:1584 rcv_space:14480 rcv_ssthresh:42242 notsent:1059936 minrtt:21.537
1619717954.222435, 	 reno wscale:8,9 rto:1240 rtt:1037.94/14.829 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1608 bytes_acked:2313905 segs_out:3208 segs_in:548 data_segs_out:3206 send 17.9Mbps lastrcv:2048 pacing_rate 35.9Mbps delivery_rate 8.8Mbps busy:2044ms unacked:1608 rcv_space:14480 rcv_ssthresh:42242 notsent:990432 minrtt:21.537
1619717954.253281, 	 reno wscale:8,9 rto:1256 rtt:1055.13/14.066 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1638 bytes_acked:2357345 segs_out:3268 segs_in:558 data_segs_out:3266 send 18.0Mbps lastrcv:2084 pacing_rate 36.0Mbps delivery_rate 8.9Mbps busy:2080ms unacked:1638 rcv_space:14480 rcv_ssthresh:42242 notsent:968712 minrtt:21.537
1619717954.284987, 	 reno wscale:8,9 rto:1268 rtt:1067.2/13.876 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1659 bytes_acked:2387753 segs_out:3310 segs_in:565 data_segs_out:3308 send 18.0Mbps lastrcv:2108 pacing_rate 36.0Mbps delivery_rate 8.9Mbps busy:2104ms unacked:1659 rcv_space:14480 rcv_ssthresh:42242 notsent:907896 minrtt:21.537
1619717954.312927, 	 reno wscale:8,9 rto:1284 rtt:1082.02/14.522 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1683 bytes_acked:2422505 segs_out:3358 segs_in:573 data_segs_out:3356 send 18.0Mbps lastsnd:4 lastrcv:2140 lastack:4 pacing_rate 36.0Mbps delivery_rate 8.9Mbps busy:2136ms unacked:1683 rcv_space:14480 rcv_ssthresh:42242 notsent:903552 minrtt:21.537
1619717954.342204, 	 reno wscale:8,9 rto:1300 rtt:1096.61/14.291 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:1707 bytes_acked:2457257 segs_out:3406 segs_in:581 data_segs_out:3404 send 18.0Mbps lastrcv:2168 pacing_rate 36.1Mbps delivery_rate 8.9Mbps busy:2164ms unacked:1707 rcv_space:14480 rcv_ssthresh:42242 notsent:834048 minrtt:21.537
