1619716969.745871, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:31725300 lastrcv:31725300 lastack:31725300 unacked:1 rcv_ssthresh:42340
1619716970.079012, 	 reno wscale:8,9 rto:340 rtt:136.801/13.692 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:247 bytes_acked:343177 segs_out:485 segs_in:95 data_segs_out:483 send 20.9Mbps lastsnd:4 lastrcv:320 lastack:4 pacing_rate 41.8Mbps delivery_rate 9.6Mbps busy:320ms unacked:246 rcv_space:14480 rcv_ssthresh:42242 notsent:1113512 minrtt:22.032
1619716970.111934, 	 reno wscale:8,9 rto:356 rtt:153.048/14.694 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:272 bytes_acked:379377 segs_out:534 segs_in:104 data_segs_out:532 send 20.6Mbps lastsnd:4 lastrcv:352 lastack:4 pacing_rate 41.2Mbps delivery_rate 9.4Mbps busy:352ms unacked:270 rcv_space:14480 rcv_ssthresh:42242 notsent:1629000 minrtt:22.032
1619716970.142903, 	 reno wscale:8,9 rto:368 rtt:167.291/12.198 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:299 bytes_acked:418473 segs_out:588 segs_in:113 data_segs_out:586 send 20.7Mbps lastrcv:380 pacing_rate 41.4Mbps delivery_rate 9.7Mbps busy:380ms unacked:297 rcv_space:14480 rcv_ssthresh:42242 notsent:1550808 minrtt:22.032
1619716970.174001, 	 reno wscale:8,9 rto:384 rtt:180.13/12.492 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:307 ssthresh:158 bytes_acked:444537 segs_out:627 segs_in:121 data_segs_out:625 send 19.7Mbps lastrcv:408 pacing_rate 24.3Mbps delivery_rate 9.4Mbps busy:408ms unacked:315 retrans:3/3 lost:6 sacked:5 rcv_space:14480 rcv_ssthresh:42242 notsent:2019960 minrtt:22.032
1619716970.201977, 	 reno wscale:8,9 rto:388 rtt:186.092/4.626 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:264 ssthresh:158 bytes_acked:444537 segs_out:639 segs_in:130 data_segs_out:637 send 16.4Mbps lastrcv:440 pacing_rate 23.5Mbps delivery_rate 9.5Mbps busy:440ms unacked:315 retrans:15/15 lost:36 sacked:30 rcv_space:14480 rcv_ssthresh:42242 notsent:2019960 minrtt:22.032
1619716970.231968, 	 reno wscale:8,9 rto:388 rtt:187.166/1.872 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:228 ssthresh:158 bytes_acked:444537 segs_out:651 segs_in:138 data_segs_out:649 send 14.1Mbps lastrcv:468 pacing_rate 23.4Mbps delivery_rate 9.6Mbps busy:468ms unacked:315 retrans:27/27 lost:60 sacked:54 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.262087, 	 reno wscale:8,9 rto:392 rtt:189.705/1.754 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:194 ssthresh:158 bytes_acked:444537 segs_out:664 segs_in:147 data_segs_out:662 send 11.8Mbps lastrcv:500 pacing_rate 23.1Mbps delivery_rate 9.5Mbps busy:500ms unacked:315 retrans:40/40 lost:81 sacked:80 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.294972, 	 reno wscale:8,9 rto:392 rtt:188.901/0.992 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:158 bytes_acked:444537 segs_out:680 segs_in:156 data_segs_out:678 send 9.5Mbps lastrcv:532 pacing_rate 23.2Mbps delivery_rate 9.6Mbps busy:532ms unacked:315 retrans:56/56 lost:109 sacked:107 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.327845, 	 reno wscale:8,9 rto:392 rtt:189.132/1.153 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:158 bytes_acked:444537 segs_out:710 segs_in:166 data_segs_out:708 send 7.7Mbps lastrcv:568 pacing_rate 23.2Mbps delivery_rate 9.5Mbps busy:568ms unacked:315 retrans:86/86 lost:139 sacked:137 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.362106, 	 reno wscale:8,9 rto:392 rtt:190.352/1.743 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:105 ssthresh:158 bytes_acked:444537 segs_out:735 segs_in:176 data_segs_out:733 send 6.4Mbps lastrcv:600 pacing_rate 23.0Mbps delivery_rate 9.3Mbps busy:600ms unacked:315 retrans:105/111 lost:153 sacked:162 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.396610, 	 reno wscale:8,9 rto:392 rtt:190.352/1.743 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:105 ssthresh:158 bytes_acked:444537 segs_out:763 segs_in:196 data_segs_out:761 send 6.4Mbps lastsnd:4 lastrcv:636 lastack:4 pacing_rate 23.0Mbps delivery_rate 7.4Mbps busy:636ms unacked:315 retrans:105/139 lost:125 sacked:190 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.428373, 	 reno wscale:8,9 rto:392 rtt:190.352/1.743 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:95 ssthresh:158 bytes_acked:444537 segs_out:788 segs_in:215 data_segs_out:786 send 5.8Mbps lastrcv:668 pacing_rate 23.0Mbps delivery_rate 5.7Mbps busy:668ms unacked:315 retrans:95/164 lost:100 sacked:215 rcv_space:14480 rcv_ssthresh:42242 notsent:2150280 minrtt:22.032
1619716970.459400, 	 reno wscale:8,9 rto:392 rtt:190.352/1.743 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:81 ssthresh:158 bytes_acked:444537 segs_out:812 segs_in:232 data_segs_out:810 send 4.9Mbps lastrcv:696 pacing_rate 23.3Mbps delivery_rate 4.9Mbps busy:696ms unacked:320 retrans:76/183 lost:76 sacked:239 rcv_space:14480 rcv_ssthresh:42242 notsent:2143040 minrtt:22.032
1619716970.488392, 	 reno wscale:8,9 rto:380 rtt:179.058/4.512 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:130 ssthresh:158 bytes_acked:445985 segs_out:891 segs_in:251 data_segs_out:889 send 8.4Mbps lastrcv:728 pacing_rate 30.5Mbps delivery_rate 6.0Mbps busy:728ms unacked:395 retrans:49/186 lost:49 sacked:265 rcv_space:14480 rcv_ssthresh:42242 notsent:2032992 minrtt:22.032
1619716970.519787, 	 reno wscale:8,9 rto:380 rtt:179.058/4.512 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:158 bytes_acked:445985 segs_out:920 segs_in:275 data_segs_out:918 send 8.3Mbps lastrcv:764 pacing_rate 32.7Mbps delivery_rate 8.3Mbps busy:764ms unacked:422 retrans:20/188 lost:20 sacked:294 rcv_space:14480 rcv_ssthresh:42242 notsent:1993896 minrtt:22.032
1619716970.556255, 	 reno wscale:8,9 rto:316 rtt:113.656/17.025 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:75 ssthresh:158 bytes_acked:445985 segs_out:948 segs_in:297 data_segs_out:946 send 7.6Mbps lastrcv:796 pacing_rate 90.5Mbps delivery_rate 8.8Mbps busy:796ms unacked:444 retrans:10/194 lost:57 sacked:322 rcv_space:14480 rcv_ssthresh:42242 notsent:1962040 minrtt:22.032
1619716970.589208, 	 reno wscale:8,9 rto:296 rtt:93.5/4.545 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:75 ssthresh:158 bytes_acked:445985 segs_out:974 segs_in:316 data_segs_out:972 send 9.3Mbps lastrcv:828 pacing_rate 109.3Mbps delivery_rate 9.0Mbps busy:828ms unacked:444 retrans:34/220 lost:55 sacked:348 rcv_space:14480 rcv_ssthresh:42242 notsent:1962040 minrtt:22.032
1619716970.624414, 	 reno wscale:8,9 rto:296 rtt:92.718/0.979 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:75 ssthresh:158 bytes_acked:445985 segs_out:1001 segs_in:340 data_segs_out:999 send 9.4Mbps lastrcv:864 pacing_rate 111.9Mbps delivery_rate 9.3Mbps busy:864ms unacked:450 retrans:52/241 lost:52 sacked:375 rcv_space:14480 rcv_ssthresh:42242 notsent:2018512 minrtt:22.032
1619716970.654929, 	 reno wscale:8,9 rto:292 rtt:90.996/1.009 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:73 ssthresh:79 bytes_acked:900657 segs_out:1029 segs_in:362 data_segs_out:1027 send 9.3Mbps lastrcv:896 pacing_rate 24.4Mbps delivery_rate 9.2Mbps busy:896ms unacked:161 retrans:42/244 lost:42 sacked:88 rcv_space:14480 rcv_ssthresh:42242 notsent:2438432 minrtt:22.032
1619716970.688259, 	 reno wscale:8,9 rto:292 rtt:90.996/1.009 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:70 ssthresh:79 bytes_acked:900657 segs_out:1054 segs_in:384 data_segs_out:1052 send 8.9Mbps lastrcv:928 pacing_rate 27.8Mbps delivery_rate 8.5Mbps busy:928ms unacked:183 retrans:17/247 lost:17 sacked:113 rcv_space:14480 rcv_ssthresh:42242 notsent:2406576 minrtt:22.032
1619716970.720261, 	 reno wscale:8,9 rto:284 rtt:81.385/2.256 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:66 ssthresh:79 bytes_acked:949889 segs_out:1082 segs_in:409 data_segs_out:1080 send 9.4Mbps lastrcv:960 pacing_rate 29.2Mbps delivery_rate 8.5Mbps busy:960ms unacked:173 retrans:7/251 lost:7 sacked:107 rcv_space:14480 rcv_ssthresh:42242 notsent:2371824 minrtt:22.032
1619716970.751324, 	 reno wscale:8,9 rto:280 rtt:79.73/0.524 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:66 ssthresh:79 bytes_acked:949889 segs_out:1107 segs_in:431 data_segs_out:1105 send 9.6Mbps lastrcv:992 pacing_rate 34.3Mbps delivery_rate 8.7Mbps busy:992ms unacked:198 retrans:7/251 lost:7 sacked:132 rcv_space:14480 rcv_ssthresh:42242 notsent:2335624 minrtt:22.032
1619716970.784431, 	 reno wscale:8,9 rto:280 rtt:79.571/0.773 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:71 ssthresh:79 bytes_acked:1067177 segs_out:1137 segs_in:454 data_segs_out:1135 send 10.3Mbps lastrcv:1020 pacing_rate 25.5Mbps delivery_rate 9.3Mbps busy:1020ms unacked:147 retrans:2/251 lost:2 sacked:76 rcv_space:14480 rcv_ssthresh:42242 notsent:2422504 minrtt:22.032
1619716970.818351, 	 reno wscale:8,9 rto:284 rtt:81.182/1.191 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:79 ssthresh:79 bytes_acked:1216321 segs_out:1172 segs_in:476 data_segs_out:1170 send 11.3Mbps lastrcv:1056 pacing_rate 13.5Mbps delivery_rate 9.5Mbps busy:1056ms unacked:79 retrans:0/251 rcv_space:14480 rcv_ssthresh:42242 notsent:2371824 minrtt:22.032
1619716970.849544, 	 reno wscale:8,9 rto:284 rtt:83.012/1.11 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:79 ssthresh:79 bytes_acked:1252521 segs_out:1197 segs_in:497 data_segs_out:1195 send 11.0Mbps lastrcv:1084 pacing_rate 13.2Mbps delivery_rate 9.4Mbps busy:1084ms unacked:79 retrans:0/251 rcv_space:14480 rcv_ssthresh:42242 notsent:2531104 minrtt:22.032
1619716970.877860, 	 reno wscale:8,9 rto:288 rtt:86.448/0.965 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:79 ssthresh:79 bytes_acked:1291617 segs_out:1224 segs_in:520 data_segs_out:1222 send 10.6Mbps lastrcv:1120 pacing_rate 12.7Mbps delivery_rate 9.3Mbps busy:1120ms unacked:79 retrans:0/251 rcv_space:14480 rcv_ssthresh:42242 notsent:2492008 minrtt:22.032
1619716970.912230, 	 reno wscale:8,9 rto:292 rtt:88.876/1.385 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:61 ssthresh:39 bytes_acked:1291617 segs_out:1237 segs_in:535 data_segs_out:1235 send 8.0Mbps lastsnd:4 lastrcv:1152 lastack:4 pacing_rate 13.5Mbps delivery_rate 9.6Mbps busy:1152ms unacked:87 retrans:5/256 lost:5 sacked:26 rcv_space:14480 rcv_ssthresh:42242 notsent:2545584 minrtt:22.032
1619716970.943215, 	 reno wscale:8,9 rto:292 rtt:89.443/0.733 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:49 ssthresh:39 bytes_acked:1291617 segs_out:1248 segs_in:548 data_segs_out:1246 send 6.3Mbps lastsnd:4 lastrcv:1180 lastack:4 pacing_rate 15.1Mbps delivery_rate 9.5Mbps busy:1180ms unacked:98 retrans:5/256 lost:5 sacked:49 rcv_space:14480 rcv_ssthresh:42242 notsent:2529656 minrtt:22.032
1619716970.970389, 	 reno wscale:8,9 rto:292 rtt:89.518/0.486 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:39 ssthresh:39 bytes_acked:1291617 segs_out:1262 segs_in:562 data_segs_out:1260 send 5.0Mbps lastrcv:1208 pacing_rate 17.1Mbps delivery_rate 9.6Mbps busy:1208ms unacked:112 retrans:5/256 lost:5 sacked:73 rcv_space:14480 rcv_ssthresh:42242 notsent:2509384 minrtt:22.032
1619716970.999678, 	 reno wscale:8,9 rto:272 rtt:70.215/3.979 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:39 ssthresh:39 bytes_acked:1433521 segs_out:1286 segs_in:587 data_segs_out:1284 send 6.4Mbps lastrcv:1240 pacing_rate 7.7Mbps delivery_rate 6.3Mbps busy:1240ms unacked:38 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2474632 minrtt:22.032
1619716971.028905, 	 reno wscale:8,9 rto:252 rtt:50.152/4.759 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:40 ssthresh:39 bytes_acked:1465377 segs_out:1309 segs_in:607 data_segs_out:1307 send 9.2Mbps lastrcv:1264 pacing_rate 11.1Mbps delivery_rate 5.5Mbps busy:1264ms unacked:39 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2636808 minrtt:22.032
1619716971.058569, 	 reno wscale:8,9 rto:248 rtt:47.399/0.479 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:40 ssthresh:39 bytes_acked:1505921 segs_out:1338 segs_in:623 data_segs_out:1336 send 9.8Mbps lastrcv:1300 pacing_rate 11.7Mbps delivery_rate 9.2Mbps busy:1300ms unacked:40 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2594816 minrtt:22.032
1619716971.091071, 	 reno wscale:8,9 rto:248 rtt:47.652/0.788 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:41 ssthresh:39 bytes_acked:1542121 segs_out:1363 segs_in:636 data_segs_out:1361 send 10.0Mbps lastrcv:1328 pacing_rate 12.0Mbps delivery_rate 9.7Mbps busy:1328ms unacked:40 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2623776 minrtt:22.032
1619716971.121872, 	 reno wscale:8,9 rto:252 rtt:48.45/0.556 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:42 ssthresh:39 bytes_acked:1594249 segs_out:1400 segs_in:655 data_segs_out:1398 send 10.0Mbps lastrcv:1372 pacing_rate 12.1Mbps delivery_rate 9.4Mbps busy:1372ms unacked:41 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2635360 minrtt:22.032
1619716971.171382, 	 reno wscale:8,9 rto:252 rtt:49.623/0.817 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:42 ssthresh:39 bytes_acked:1636241 segs_out:1430 segs_in:670 data_segs_out:1428 send 9.8Mbps lastrcv:1408 pacing_rate 11.8Mbps delivery_rate 9.3Mbps busy:1408ms unacked:42 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2591920 minrtt:22.032
1619716971.203030, 	 reno wscale:8,9 rto:252 rtt:49.208/0.367 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:43 ssthresh:39 bytes_acked:1670993 segs_out:1455 segs_in:682 data_segs_out:1453 send 10.1Mbps lastsnd:4 lastrcv:1440 lastack:4 pacing_rate 12.1Mbps delivery_rate 9.7Mbps busy:1440ms unacked:43 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2620880 minrtt:22.032
1619716971.229199, 	 reno wscale:8,9 rto:252 rtt:49.694/0.961 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:43 ssthresh:39 bytes_acked:1702849 segs_out:1477 segs_in:693 data_segs_out:1475 send 10.0Mbps lastrcv:1464 pacing_rate 12.0Mbps delivery_rate 9.7Mbps busy:1464ms unacked:43 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2589024 minrtt:22.032
1619716971.252840, 	 reno wscale:8,9 rto:252 rtt:51.41/0.781 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:44 ssthresh:39 bytes_acked:1736153 segs_out:1501 segs_in:705 data_segs_out:1499 send 9.9Mbps lastrcv:1492 pacing_rate 11.9Mbps delivery_rate 9.7Mbps busy:1492ms unacked:44 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2619432 minrtt:22.032
1619716971.284805, 	 reno wscale:8,9 rto:256 rtt:52.356/0.968 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:44 ssthresh:39 bytes_acked:1768009 segs_out:1522 segs_in:716 data_segs_out:1520 send 9.7Mbps lastrcv:1520 pacing_rate 11.7Mbps delivery_rate 9.6Mbps busy:1520ms unacked:43 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2589024 minrtt:22.032
1619716971.311162, 	 reno wscale:8,9 rto:256 rtt:53.147/0.489 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:45 ssthresh:39 bytes_acked:1802761 segs_out:1548 segs_in:728 data_segs_out:1546 send 9.8Mbps lastrcv:1548 pacing_rate 11.8Mbps delivery_rate 9.6Mbps busy:1548ms unacked:45 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2616536 minrtt:22.032
1619716971.339964, 	 reno wscale:8,9 rto:256 rtt:52.815/1.232 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:46 ssthresh:39 bytes_acked:1836065 segs_out:1571 segs_in:740 data_segs_out:1569 send 10.1Mbps lastrcv:1576 pacing_rate 12.1Mbps delivery_rate 9.6Mbps busy:1576ms unacked:45 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2583232 minrtt:22.032
1619716971.369330, 	 reno wscale:8,9 rto:256 rtt:54.675/0.839 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:46 ssthresh:39 bytes_acked:1873713 segs_out:1597 segs_in:753 data_segs_out:1595 send 9.7Mbps lastrcv:1608 pacing_rate 11.7Mbps delivery_rate 9.5Mbps busy:1608ms unacked:45 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2610744 minrtt:22.032
1619716971.399844, 	 reno wscale:8,9 rto:256 rtt:54.432/0.706 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:47 ssthresh:39 bytes_acked:1907017 segs_out:1621 segs_in:765 data_segs_out:1619 send 10.0Mbps lastrcv:1636 pacing_rate 12.0Mbps delivery_rate 9.3Mbps busy:1636ms unacked:46 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2575992 minrtt:22.032
1619716971.428493, 	 reno wscale:8,9 rto:256 rtt:54.325/0.539 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:47 ssthresh:39 bytes_acked:1941769 segs_out:1645 segs_in:777 data_segs_out:1643 send 10.0Mbps lastrcv:1664 pacing_rate 12.0Mbps delivery_rate 9.5Mbps busy:1664ms unacked:46 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2606400 minrtt:22.032
1619716971.457529, 	 reno wscale:8,9 rto:256 rtt:55.27/0.686 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:48 ssthresh:39 bytes_acked:1976521 segs_out:1671 segs_in:790 data_segs_out:1669 send 10.1Mbps lastsnd:4 lastrcv:1696 lastack:4 pacing_rate 12.1Mbps delivery_rate 9.6Mbps busy:1696ms unacked:48 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2568752 minrtt:22.032
1619716971.486448, 	 reno wscale:8,9 rto:260 rtt:56.231/0.41 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:48 ssthresh:39 bytes_acked:2014169 segs_out:1696 segs_in:803 data_segs_out:1694 send 9.9Mbps lastrcv:1724 pacing_rate 11.9Mbps delivery_rate 9.4Mbps busy:1724ms unacked:47 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2597712 minrtt:22.032
1619716971.516425, 	 reno wscale:8,9 rto:260 rtt:57.2/1.586 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:49 ssthresh:39 bytes_acked:2046025 segs_out:1720 segs_in:814 data_segs_out:1718 send 9.9Mbps lastrcv:1752 pacing_rate 11.9Mbps delivery_rate 9.3Mbps busy:1752ms unacked:49 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2562960 minrtt:22.032
1619716971.544914, 	 reno wscale:8,9 rto:260 rtt:57.227/0.628 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:49 ssthresh:39 bytes_acked:2085121 segs_out:1747 segs_in:828 data_segs_out:1745 send 9.9Mbps lastrcv:1784 pacing_rate 11.9Mbps delivery_rate 9.5Mbps busy:1784ms unacked:49 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2589024 minrtt:22.032
1619716971.578383, 	 reno wscale:8,9 rto:260 rtt:57.89/1.224 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:50 ssthresh:39 bytes_acked:2119873 segs_out:1772 segs_in:840 data_segs_out:1770 send 10.0Mbps lastrcv:1812 pacing_rate 12.0Mbps delivery_rate 9.6Mbps busy:1812ms unacked:50 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2617984 minrtt:22.032
1619716971.606194, 	 reno wscale:8,9 rto:260 rtt:59.268/0.583 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:50 ssthresh:39 bytes_acked:2156073 segs_out:1797 segs_in:853 data_segs_out:1795 send 9.8Mbps lastrcv:1844 pacing_rate 11.7Mbps delivery_rate 9.6Mbps busy:1844ms unacked:50 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2581784 minrtt:22.032
1619716971.635878, 	 reno wscale:8,9 rto:260 rtt:59.957/0.587 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:51 ssthresh:39 bytes_acked:2186481 segs_out:1819 segs_in:864 data_segs_out:1817 send 9.9Mbps lastrcv:1872 pacing_rate 11.8Mbps delivery_rate 9.4Mbps busy:1872ms unacked:51 retrans:0/256 rcv_space:14480 rcv_ssthresh:42242 notsent:2615088 minrtt:22.032
